id,product_id,order_id,amount
149,696,19,747958
150,7100,19,775917
151,230,19,216655
152,1132,19,999420
153,9564,19,916381
154,4978,19,151672
155,9060,19,94802
156,7932,19,667571
157,4815,19,195176
158,6564,20,622356
159,2817,21,727500
160,6641,21,79936
161,429,21,299354
162,999,21,125176
163,1755,21,220373
164,5804,21,572260
165,5114,21,377431
166,5073,21,784821
167,433,21,825580
168,2675,22,692688
169,2116,22,576929
170,8830,22,108303
171,6568,22,498530
172,6818,22,233774
173,6172,22,940792
174,4305,22,492917
175,1734,22,945306
176,9953,22,716976
177,7226,22,57009
178,4070,22,50519
179,8792,23,22453
180,3868,24,815615
181,6075,24,577084
182,2247,24,259261
183,692,24,439649
184,5687,24,182742
185,2787,24,26492
186,2872,24,339822
187,7191,24,875095
188,7708,24,845030
189,6961,24,511165
190,19,24,451329
191,5806,24,527888
192,2327,24,524206
193,8764,25,445237
194,853,25,690308
195,8166,25,124049
196,4097,26,167817
197,3356,26,67054
198,2403,26,847026
199,3815,26,382728
200,7275,26,673419
201,4913,26,781765
202,4394,26,931530
203,9468,26,957601
204,6233,27,426693
205,5066,27,458040
206,9384,27,743198
207,2732,27,333532
208,6865,27,168593
209,65,27,842475
210,6281,27,810200
211,9509,27,918509
212,9861,27,551570
213,2573,27,868702
214,9123,27,458302
215,3557,27,715987
216,6210,27,436264
217,4404,28,504165
218,7968,28,738592
219,8791,28,452528
220,1802,28,123050
221,5125,28,890265
222,3736,28,821461
223,1547,28,651979
224,3671,28,236398
225,9480,28,560401
226,2661,28,567671
227,7551,28,535034
228,3287,28,559299
229,600,28,210498
230,8049,28,663809
231,8296,29,235189
232,5497,29,885567
233,1688,29,856958
234,9627,29,995263
235,484,29,873165
236,7811,29,350612
237,1548,29,144524
238,1940,29,157757
239,4910,29,387934
240,3305,29,532354
241,2728,29,562496
242,7536,29,167855
243,9061,29,749855
244,698,29,592766
245,7875,30,834590
246,3203,30,529363
247,128,30,378418
248,9764,30,995116
249,8926,31,503938
250,4546,31,222644
251,902,32,754981
252,9482,32,229007
253,6968,32,686159
254,364,32,638396
255,9458,32,489463
256,630,32,930393
257,3289,32,829997
258,4012,33,806378
259,2491,33,278104
260,5271,33,323446
261,8997,34,712367
262,9441,34,557730
263,4446,34,918960
264,2005,34,787282
265,9150,34,206888
266,2505,34,562957
267,9238,34,39965
268,5851,34,723950
269,7257,34,445591
270,6211,34,972625
271,6530,34,391352
272,6161,34,123408
273,2929,35,331576
274,8983,35,545645
275,4540,35,473838
276,8912,35,253179
277,1327,35,85788
278,1934,35,383225
279,9116,35,949452
280,7276,35,475901
281,8882,36,471232
282,539,36,984735
283,886,36,714606
284,7277,37,768765
285,1243,37,55628
286,9223,37,905843
287,6921,37,589741
288,7306,37,836465
289,3983,37,567328
290,9481,37,304793
291,6690,37,334141
292,1484,37,990684
293,1150,37,901203
294,2307,37,398051
295,18,37,891006
296,7279,38,537187
297,6358,38,384704
298,6318,38,913326
299,6256,38,952703
300,7266,39,852639
301,8468,39,391725
302,3184,39,17866
303,6227,39,987529
304,1824,39,848079
305,3374,39,399855
306,2606,40,600689
307,5404,40,490296
308,1387,40,182551
309,6813,40,146575
310,6597,40,941178
311,8729,40,666189
312,868,40,479530
313,8073,40,578061
314,3283,41,810680
315,8501,41,900838
316,7653,41,178475
317,1543,41,806173
318,572,41,160651
319,9763,41,26658
320,3030,41,935509
321,209,41,854760
322,6873,41,429970
323,7951,41,371733
324,5513,41,50567
325,4789,41,737263
326,4438,42,649080
327,9330,42,675181
328,9733,42,898957
329,7704,42,254397
330,8523,42,910672
331,52,42,648810
332,6509,42,823792
333,532,42,895256
334,9975,42,157955
335,27,42,773212
336,6154,42,180077
337,7831,42,611684
338,6208,43,564743
339,9919,43,545803
340,7775,43,587236
341,3961,43,972347
342,2645,43,197409
343,2766,43,571014
344,9207,43,836488
345,988,43,973618
346,2428,43,790302
347,6781,43,327424
348,850,44,101029
349,3586,44,63593
350,6561,44,419990
351,5870,44,44835
352,9100,44,870931
353,9877,44,534475
354,4489,44,226267
355,6949,44,739696
356,9126,44,735277
357,1961,45,188803
358,2679,45,552675
359,3628,45,916309
360,7155,45,901284
361,4266,45,155342
362,4897,45,773177
363,9822,45,92227
364,6649,45,623500
365,5698,45,23148
366,950,45,282725
367,4381,46,644448
368,5163,46,155737
369,7243,46,611394
370,4031,46,262608
371,3870,46,994135
372,9667,46,589723
373,3704,46,138392
374,5514,46,369573
375,6106,46,355508
376,6836,46,382177
377,5953,46,532092
378,6085,46,109779
379,6760,46,674817
380,2761,46,239057
381,85,46,540735
382,8531,47,673376
383,7489,47,360431
384,78,47,596718
385,4037,47,987811
386,3482,47,526820
387,1938,47,484323
388,6660,47,218390
389,4924,47,355809
390,2146,47,793742
391,2666,47,590353
392,1483,47,608765
393,5824,47,516433
394,3045,48,339208
395,5683,48,603200
396,5515,48,268670
397,1650,48,799280
398,660,48,13037
399,6711,48,989305
400,9874,48,123573
401,384,48,256995
402,5406,48,124539
403,2337,48,300323
404,3200,49,392115
405,6095,49,593332
406,8739,49,959479
407,2798,49,325528
408,2013,49,745178
409,6917,49,882739
410,6838,49,986746
411,4635,49,862976
412,1277,49,318441
413,3205,49,620796
414,8664,50,31738
415,6901,51,153808
416,3839,51,889416
417,8605,51,944560
418,7395,51,623376
419,8721,51,971077
420,4810,51,290447
421,9640,51,89522
422,9844,51,885900
423,492,52,632720
424,6647,52,273608
425,2765,52,771706
426,1089,53,581545
427,2317,53,830144
428,4355,53,740704
429,8366,53,478309
430,9726,53,806179
431,6643,53,48142
432,4045,53,346865
433,4094,53,240087
434,1331,53,517057
435,7498,53,835497
436,7783,53,196818
437,7924,53,773619
438,5295,54,602902
439,4389,54,898899
440,5842,54,868285
441,7367,54,291169
442,5537,55,181174
443,7586,55,244492
444,3799,55,327701
445,7335,55,175983
446,5137,55,500413
447,9796,55,425379
448,3947,55,574440
449,5032,55,604023
450,5229,56,351908
451,3362,56,516048
452,1193,56,743070
453,3948,56,612416
454,1200,56,591078
455,3113,56,480882
456,6048,56,807873
457,3108,56,881523
458,113,56,905336
459,3242,56,367531
460,2589,56,765200
461,3773,56,628776
462,396,56,846511
463,2692,56,922444
464,5327,57,167195
465,5266,57,300537
466,15,58,306068
467,79,58,548644
468,58,58,937941
469,6243,58,330023
470,2696,58,713263
471,467,58,387637
472,100,58,357243
473,8772,58,810018
474,8740,58,308108
475,2996,58,159606
476,4712,58,253431
477,5171,58,967136
478,460,58,761042
479,7933,58,936389
480,9739,58,271710
481,4154,59,139565
482,3042,59,408040
483,7720,59,221250
484,1261,59,230988
485,1699,59,466431
486,7080,59,476077
487,5179,60,692111
488,686,60,401868
489,8098,60,424108
490,2826,60,264528
491,8208,60,476675
492,912,60,962208
493,224,60,883426
494,664,60,288643
495,8896,61,97393
496,332,61,522316
497,7550,61,701228
498,1186,61,129221
499,5787,61,568151
500,9718,61,473303
501,4824,61,895926
502,8608,62,789357
503,4189,62,437831
504,510,62,536667
505,3106,62,144965
506,2058,62,680899
507,3896,62,673164
508,131,62,383453
509,8422,62,24831
510,817,62,210808
511,9142,62,287679
512,6549,62,512446
513,3741,62,239968
514,1267,62,663832
515,6689,62,391118
516,4074,63,364658
517,4313,63,744923
518,4721,63,669637
519,8843,63,780273
520,3028,64,665144
521,7382,64,710538
522,2305,64,435338
523,7866,64,48229
524,7911,64,376799
525,1808,64,310366
526,9257,64,396722
527,2993,64,530692
528,5167,64,850290
529,6,65,792307
530,1746,66,143360
531,6169,66,319676
532,3125,66,958650
533,5461,66,190755
534,3879,66,616981
535,4851,66,926483
536,3710,66,827010
537,5448,66,42460
538,4887,66,181294
539,3990,67,747058
540,2774,68,653042
541,7128,68,921620
542,9438,68,219371
543,5321,68,344511
544,2927,68,106651
545,217,68,866248
546,5907,69,446580
547,247,69,671255
548,1472,69,938697
549,9395,70,921794
550,6047,70,766222
551,751,70,947923
552,1615,70,290008
553,7271,70,756166
554,1029,70,253301
555,4329,70,211455
556,9642,71,650628
557,3838,71,588942
558,6409,71,682660
559,2697,71,550173
560,7272,71,894487
561,4609,71,430634
562,5969,71,671561
563,3728,71,863930
564,7118,71,230998
565,8159,71,337052
566,4282,71,763722
567,3299,71,78811
568,6710,71,743094
569,3998,71,338620
570,2585,71,180494
571,3729,72,693526
572,4564,72,517088
573,6123,72,591882
574,3900,72,499207
575,1720,72,755368
576,7621,72,269058
577,8929,72,53471
578,2395,72,79045
579,4270,72,712268
580,2275,73,237654
581,8600,73,868121
582,4972,73,429258
583,4857,74,180469
584,3599,74,930980
585,4872,74,106969
586,5491,74,957593
587,1562,74,848396
588,3614,74,556779
589,9274,74,799209
590,517,74,847530
591,8078,74,942717
592,9782,74,967325
593,8396,74,947968
594,5989,74,39248
595,5323,74,909009
596,4524,74,735415
597,9411,74,811065
598,3217,75,186911
599,9745,75,192418
600,9134,75,449288
601,272,75,981204
602,1399,76,641900
603,7566,77,435175
604,7680,77,696627
605,4127,77,541720
606,1290,78,347910
607,8864,78,16422
608,4862,78,610829
609,3871,78,109305
610,4542,78,113569
611,7077,78,467689
612,2096,78,907319
613,7676,78,591457
614,9469,78,956339
615,464,78,413095
616,28,78,359498
617,174,78,703372
618,7194,78,277079
619,6392,78,147863
620,4124,79,776527
621,9284,79,515129
622,4578,79,980779
623,8985,79,283077
624,2476,79,406468
625,341,80,258598
626,8705,80,57202
627,1232,80,629904
628,1448,80,381120
629,7228,80,905595
630,197,80,756268
631,6419,81,583727
632,9628,81,667806
633,5904,81,98216
634,6236,81,251381
635,2215,81,875173
636,6575,81,83514
637,269,81,204579
638,4479,81,902640
639,8219,81,589496
640,3392,81,182820
641,4760,82,117089
642,2994,82,554459
643,2832,82,359151
644,9074,82,643548
645,2934,82,534377
646,3881,82,285096
647,2501,82,298526
648,5743,82,870292
649,4106,82,244929
650,3465,82,290416
651,1036,82,87247
652,2616,83,792408
653,8470,83,379247
654,6693,83,172319
655,4193,83,751695
656,3079,83,119870
657,3069,83,533780
658,3716,83,505816
659,1209,83,64355
660,5469,83,39642
661,7974,83,899439
662,297,83,487498
663,4265,83,540647
664,7497,84,660345
665,8352,84,899500
666,2964,84,109370
667,8195,84,984428
668,276,84,314862
669,6194,85,770000
670,8359,85,868229
671,1784,85,47490
672,7730,85,273959
673,7124,86,175733
674,3662,86,747150
675,5470,86,964349
676,8308,86,866102
677,6678,87,209154
678,3373,87,224598
679,1013,87,845412
680,8126,87,867112
681,8027,87,991059
682,7133,88,101321
683,5088,88,789063
684,6499,88,794754
685,6586,88,81895
686,6758,88,683478
687,8447,88,312125
688,5206,88,518484
689,5957,88,423136
690,9620,88,301028
691,4907,88,836027
692,8497,88,45687
693,3620,88,868258
694,7223,89,164571
695,787,89,546912
696,9813,89,537066
697,9510,89,740848
698,3785,90,830703
699,6252,90,447872
700,2049,90,293453
701,6888,90,635801
702,5677,90,583782
703,1549,90,891693
704,5941,90,774188
705,1953,90,70482
706,6019,90,101785
707,3812,90,184645
708,91,91,684477
709,7466,91,697547
710,3278,91,625445
711,9098,92,911899
712,1310,92,808366
713,3968,92,622491
714,6470,92,66699
715,7232,92,553455
716,9124,92,738017
717,8054,92,924164
718,5737,92,540035
719,2945,93,747687
720,3007,93,175828
721,6861,93,553661
722,3254,94,998854
723,4073,94,745088
724,1666,94,783140
725,7229,94,453353
726,7418,94,232893
727,8873,94,62408
728,1228,94,50442
729,2365,94,957398
730,2878,94,453585
731,931,94,610708
732,6538,94,20223
733,9744,94,146150
734,4258,94,576557
735,3149,94,307884
736,1601,95,649010
737,8870,95,960599
738,650,95,261924
739,4092,95,49816
740,5177,95,123793
741,4014,95,165402
742,6519,95,997638
743,8331,95,921610
744,5992,95,663233
745,3337,96,565674
746,6790,96,336922
747,9184,96,639762
748,954,97,755029
749,4262,97,794956
750,4787,97,783672
751,5748,97,956312
752,2352,97,529169
753,1041,97,235406
754,5772,97,13982
755,8143,97,505590
756,3823,97,419445
757,1886,98,470127
758,4599,98,637923
759,47,98,724531
760,2521,99,49542
761,4430,99,213963
762,4967,99,209023
763,7088,99,164984
764,6814,99,857499
765,1838,99,667919
766,6010,99,304898
767,8738,99,254932
768,6537,99,172207
769,9289,99,609132
770,583,99,105969
771,2691,99,790186
772,3301,100,404688
773,2722,100,981385
774,7314,101,787284
775,8826,101,512926
776,3718,101,230595
777,8284,101,629898
778,1978,101,883430
779,4879,101,862357
780,3296,101,517417
781,8931,102,828134
782,8499,102,991435
783,5891,102,717223
784,569,102,881158
785,1539,102,232363
786,5435,102,517821
787,5040,102,885015
788,3891,103,81937
789,3640,103,214876
790,42,103,605284
791,3735,103,754981
792,4804,103,932733
793,7280,103,725953
794,944,103,496697
795,9067,103,83380
796,2082,104,51459
797,4961,104,983255
798,590,104,216889
799,1572,104,930182
800,7025,104,57959
801,6356,104,365959
802,4765,104,524833
803,7982,104,501867
804,3555,104,260555
805,1672,104,576472
806,9880,104,366456
807,9081,104,557080
808,4511,104,852128
809,5742,104,368025
810,9161,104,936343
811,6731,105,983345
812,1014,105,546241
813,9542,106,840745
814,5770,106,637344
815,5035,106,479637
816,2344,106,899950
817,4160,106,818438
818,2310,107,275093
819,2969,107,827813
820,5889,108,550624
821,7283,108,473888
822,6905,109,235584
823,3828,109,145854
824,8400,109,912708
825,5201,109,863665
826,2138,110,707729
827,1981,110,40492
828,2745,110,852923
829,478,110,565951
830,72,110,757214
831,9044,110,588193
832,1003,110,354425
833,5849,110,729302
834,3573,110,903855
835,4927,111,756322
836,252,111,424681
837,9891,112,763767
838,8265,112,16212
839,2749,112,227857
840,3701,112,670682
841,1231,112,641734
842,9084,112,56393
843,2130,112,834077
844,3478,112,796187
845,5528,112,832393
846,1995,112,434318
847,9907,112,457207
848,4391,112,537021
849,2144,112,867227
850,9498,112,537823
851,2582,113,863098
852,8967,113,846104
853,1359,113,379859
854,3002,113,489900
855,2386,113,364561
856,3384,114,745209
857,4622,114,191293
858,2680,114,166849
859,4499,114,996353
860,2121,114,931085
861,1411,114,166276
862,5546,114,153591
863,1514,114,349313
864,3054,114,139092
865,4602,114,595760
866,2897,114,58378
867,2329,115,250387
868,1764,115,188183
869,9038,115,697309
870,4894,115,896587
871,2769,115,605339
872,246,115,601337
873,9181,115,489922
874,4715,115,698158
875,7716,115,704112
876,5653,115,100091
877,7696,116,69797
878,7304,116,473036
879,724,116,441955
880,4691,116,346028
881,5074,117,880313
882,9579,117,221130
883,9747,117,352574
884,97,117,290683
885,1742,117,476535
886,4065,118,817178
887,9360,118,19678
888,5786,118,748130
889,2885,118,582102
890,7359,118,299681
891,2784,118,47346
892,2516,118,173020
893,5193,118,94991
894,4773,118,162597
895,4714,118,948596
896,1406,118,353624
897,3253,118,712264
898,7834,118,168444
899,3479,118,57986
900,948,119,300615
901,9775,119,617843
902,932,120,310703
903,2421,120,11657
904,7072,120,339696
905,7764,120,317274
906,6640,120,659547
907,5587,120,969335
908,1397,120,987196
909,1569,120,118232
910,4051,120,843011
911,1405,120,396107
912,9354,120,310357
913,704,120,185393
914,7112,120,913964
915,61,121,472114
916,5291,121,550584
917,9585,121,732301
918,9732,121,140070
919,126,122,246301
920,5935,122,428129
921,3043,122,192277
922,3782,122,516919
923,734,122,776743
924,1115,122,262781
925,4819,122,768953
926,1747,122,15879
927,8722,122,181398
928,6828,122,672080
929,2062,122,177737
930,8990,122,854068
931,6049,122,724808
932,5526,123,152918
933,646,123,567678
934,8237,123,336623
935,5372,123,438498
936,5112,123,466551
937,5945,123,581814
938,6307,123,869232
939,7927,124,14393
940,8597,125,973875
941,8970,125,104452
942,6661,125,598784
943,3455,125,281943
944,2219,125,699790
945,5025,125,263702
946,5924,125,965376
947,2073,125,260529
948,4585,125,742303
949,7801,125,958317
950,5867,125,222048
951,132,125,887321
952,5925,125,133500
953,7246,125,700041
954,2757,125,961610
955,21,126,802052
956,567,126,476931
957,6935,126,618917
958,5202,126,196985
959,9686,126,444635
960,7456,126,984803
961,6030,126,40668
962,8386,126,23889
963,3890,126,743656
964,5622,126,163661
965,88,126,960535
966,682,127,26239
967,6857,127,174728
968,3140,127,852787
969,2351,127,798479
970,2029,127,511376
971,4003,128,714124
972,20,128,204953
973,656,128,770520
974,2963,128,540180
975,4686,128,354371
976,4563,128,856557
977,6613,129,970369
978,3348,129,68791
979,470,130,990944
980,8749,130,201968
981,2518,130,921812
982,6158,130,31138
983,8477,130,654494
984,1891,130,100738
985,1912,130,608364
986,8572,130,719738
987,9029,130,986814
988,7689,130,76869
989,8288,130,20108
990,8267,130,832896
991,2797,130,21044
992,3934,131,850207
993,8627,131,946172
994,8579,131,68137
995,7225,131,49954
996,2033,131,666254
997,9495,131,232085
998,3308,132,904893
999,5739,132,439783
1000,615,132,389414
1001,2699,132,117841
1002,509,132,976341
1003,4831,132,419811
1004,5634,132,804894
1005,7389,132,317285
1006,8269,132,483360
1007,4194,132,931184
1008,4850,132,530846
1009,3509,132,939629
1010,6866,133,979323
1011,9772,133,324740
1012,1976,133,820982
1013,8118,133,204091
1014,4720,133,945056
1015,2660,133,244143
1016,4490,133,747679
1017,8136,133,674163
1018,2197,133,299077
1019,6363,133,68490
1020,9682,133,148958
1021,2647,133,451227
1022,8085,133,395087
1023,1600,133,658365
1024,1249,134,11561
1025,7868,134,178193
1026,3581,134,119578
1027,120,134,140681
1028,5132,134,700800
1029,6238,134,233467
1030,1783,134,422128
1031,8880,134,872990
1032,7067,134,413833
1033,755,135,714326
1034,1042,135,107327
1035,6893,135,987718
1036,1005,135,618790
1037,2868,135,557023
1038,5011,135,109705
1039,447,135,826900
1040,2809,135,563654
1041,9296,135,181968
1042,6003,135,974107
1043,8917,135,711704
1044,5155,136,195861
1045,6757,136,24929
1046,5535,136,630850
1047,6897,136,67012
1048,2827,136,862070
1049,1970,136,202361
1050,8122,136,743627
1051,934,136,531940
1052,8138,137,440218
1053,5507,137,238028
1054,5216,137,343016
1055,3742,137,318111
1056,1813,137,54250
1057,7697,137,601303
1058,3288,137,191244
1059,1684,137,178633
1060,7604,137,760924
1061,4909,137,698661
1062,7652,137,397460
1063,6761,138,117088
1064,8260,138,431182
1065,2524,138,971079
1066,3626,138,761911
1067,6105,138,592848
1068,2676,139,83481
1069,1244,139,35939
1070,2553,139,334005
1071,3376,139,554424
1072,2604,139,540736
1073,6963,139,105303
1074,796,139,709810
1075,8041,139,468700
1076,1008,139,958234
1077,3016,139,327837
1078,3810,140,620472
1079,6429,141,571539
1080,4596,141,305319
1081,4252,141,658767
1082,7615,141,442007
1083,3194,141,879899
1084,8988,141,635959
1085,1016,141,442916
1086,8693,141,343344
1087,7725,141,264662
1088,3170,141,726318
1089,3949,141,141778
1090,1530,142,208510
1091,1182,142,23691
1092,5402,142,82548
1093,3507,142,866111
1094,5684,142,721272
1095,4374,142,363821
1096,7242,142,328732
1097,3378,142,552399
1098,4034,142,816594
1099,215,142,59156
1100,4748,143,389543
1101,1401,143,954719
1102,6441,143,871858
1103,7827,144,450480
1104,346,144,900783
1105,3633,144,374574
1106,4708,144,424990
1107,2880,144,209382
1108,426,144,964752
1109,239,145,631483
1110,4583,145,236143
1111,3399,145,233867
1112,9930,145,125770
1113,4068,145,660681
1114,9032,145,830116
1115,3795,145,425010
1116,7585,145,271164
1117,1931,146,395602
1118,5312,146,472966
1119,5648,147,545770
1120,5759,147,599921
1121,3161,147,446636
1122,1233,147,737182
1123,1100,147,286483
1124,9968,147,365409
1125,558,147,322811
1126,3774,147,595146
1127,3592,147,466822
1128,6729,147,784668
1129,633,147,427054
1130,9973,148,646506
1131,7181,148,827738
1132,3520,148,886046
1133,635,148,879201
1134,4474,148,10315
1135,7946,148,361851
1136,9199,148,809854
1137,2557,148,904190
1138,8148,148,937536
1139,7909,148,304086
1140,8424,148,721867
1141,4678,148,32333
1142,1855,148,657263
1143,1526,149,715870
1144,2165,149,739520
1145,7136,149,673217
1146,7312,149,908162
1147,3552,149,555905
1148,4746,149,23447
1149,4417,149,689618
1150,5311,149,256344
1151,3110,149,207943
1152,9960,149,651322
1153,9230,149,605630
1154,2066,149,174887
1155,6378,149,157137
1156,3268,149,625503
1157,9854,149,79253
1158,5282,150,400389
1159,7190,150,616045
1160,6109,150,158830
1161,7530,150,392647
1162,6445,150,847130
1163,6309,150,987881
1164,1271,150,62977
1165,8541,150,509507
1166,2563,150,740349
1167,6965,150,143883
1168,8266,150,256995
1169,2898,150,735173
1170,7527,150,676154
1171,4936,150,578024
1172,7442,150,249559
1173,6782,151,777651
1174,864,151,779374
1175,6776,151,775999
1176,4864,151,464421
1177,702,151,870504
1178,7247,151,776513
1179,9849,151,856375
1180,5279,151,476596
1181,8834,151,601847
1182,8361,151,546110
1183,2258,151,472906
1184,2104,152,536460
1185,6014,152,763075
1186,2916,152,117229
1187,8222,152,148659
1188,385,152,433421
1189,3269,152,155491
1190,6931,152,810986
1191,6925,152,465980
1192,7781,152,751733
1193,4423,152,737905
1194,721,152,929550
1195,6650,152,839263
1196,7347,152,249353
1197,5016,152,894489
1198,5893,153,430348
1199,4319,153,836697
1200,6798,153,520077
1201,4442,153,939613
1202,2624,153,38364
1203,4977,153,498606
1204,6624,153,678930
1205,2671,154,446145
1206,4395,154,542575
1207,2504,154,333631
1208,8673,154,653126
1209,900,154,266321
1210,3805,154,717005
1211,1346,154,906642
1212,3645,154,378888
1213,8154,154,875691
1214,5619,154,274747
1215,3263,154,795630
1216,8936,154,219034
1217,5873,154,762595
1218,2379,155,234271
1219,7309,155,32798
1220,3243,155,921384
1221,4225,155,34002
1222,9834,155,468257
1223,2495,155,179000
1224,3080,155,817623
1225,3836,155,892620
1226,8534,156,309845
1227,2053,156,88939
1228,2296,156,106389
1229,5666,156,586299
1230,2226,156,998273
1231,2807,156,337075
1232,37,156,679329
1233,416,156,554433
1234,7364,156,800646
1235,7904,156,513449
1236,6028,156,731267
1237,2912,156,498895
1238,8127,156,737672
1239,5310,156,445926
1240,8559,157,938345
1241,9170,157,358312
1242,4870,157,651557
1243,9843,157,59024
1244,7942,157,734691
1245,127,157,808626
1246,8001,157,216504
1247,6636,157,405977
1248,3712,157,895094
1249,4869,157,32330
1250,5061,157,675151
1251,9931,157,637895
1252,4406,157,464233
1253,7454,157,374686
1254,1410,158,716520
1255,1358,158,802906
1256,7587,158,194381
1257,6848,158,645151
1258,5244,158,445141
1259,3707,158,685755
1260,4421,158,739268
1261,1582,158,25791
1262,7493,158,280484
1263,508,158,73653
1264,6113,158,451877
1265,5139,159,101070
1266,3568,159,684079
1267,4256,159,681323
1268,5846,159,122098
1269,1757,159,714752
1270,6535,159,659928
1271,3939,159,746041
1272,7808,159,97265
1273,5154,159,668709
1274,1431,159,715317
1275,2539,159,719986
1276,7069,159,945791
1277,601,159,943845
1278,2935,160,159006
1279,7772,160,12177
1280,3945,160,559503
1281,3726,160,486836
1282,12,160,912501
1283,9459,160,92882
1284,8945,161,62944
1285,4276,161,255824
1286,3421,161,568426
1287,4150,161,598955
1288,5859,162,537698
1289,7706,162,840193
1290,6325,163,629048
1291,5364,163,687721
1292,6840,163,953744
1293,5959,163,753659
1294,7311,163,866456
1295,4889,163,992488
1296,5971,164,111298
1297,7877,164,315951
1298,3138,164,542573
1299,9497,164,460383
1300,5102,164,473592
1301,379,164,122733
1302,8745,164,828118
1303,1863,164,493664
1304,483,164,161205
1305,6072,164,537344
1306,586,164,80321
1307,9957,165,597147
1308,5151,165,292124
1309,3885,165,410477
1310,191,166,989793
1311,4951,166,691999
1312,1753,167,179652
1313,3338,167,992655
1314,7066,168,458196
1315,2833,168,172758
1316,2000,168,233653
1317,48,168,909550
1318,6947,168,564500
1319,3536,168,19233
1320,4164,168,963358
1321,1835,168,236041
1322,5681,169,518048
1323,4483,169,226856
1324,4767,170,176069
1325,936,170,119073
1326,3654,170,868991
1327,7815,170,207675
1328,9027,170,91143
1329,9921,170,815462
1330,8478,170,714153
1331,3293,170,977296
1332,8911,170,211174
1333,8439,171,561788
1334,2586,171,346333
1335,106,171,615862
1336,4662,171,133273
1337,7268,171,628797
1338,1000,171,507576
1339,1334,172,804779
1340,3933,172,946635
1341,5388,172,852341
1342,7494,172,512216
1343,408,172,228099
1344,3257,172,265283
1345,1984,172,691783
1346,8596,172,781245
1347,8412,172,920713
1348,5906,172,869859
1349,8774,172,578540
1350,8533,172,338519
1351,4199,173,219588
1352,8968,173,208434
1353,9063,173,558845
1354,199,173,155947
1355,3300,173,731034
1356,9453,173,584895
1357,2482,173,691684
1358,3163,173,592631
1359,4215,174,956613
1360,632,174,616237
1361,3532,174,149918
1362,547,174,34907
1363,1630,175,211944
1364,1839,175,194513
1365,4233,175,296732
1366,6241,175,242045
1367,5119,175,432190
1368,609,175,558400
1369,9777,175,474592
1370,3780,175,725101
1371,3758,175,395731
1372,3280,175,646688
1373,6773,176,202042
1374,9303,176,48538
1375,1596,176,290007
